418171178436419584	rt when black women talk about rape by white men ppl seem to think they are just holding on to pain about slavery	rape	Crime								
418172865955909632	kansas city hottest club is horrifying rape joke _url_	kansas	StateOrCounty	rape	Crime						
418182216871841792	by downplaying the situation you re slut shaming and endorsing sexual assault	assault	Crime								
418211771011186689	rape est me comendo viva										
418264878504083456	keep thegoing to stop rape tonight	rape	Crime								
418265430294155264	omggg know this bitch aint rape maggie walkingdead	maggie walkingdead	Person	rape	Crime						
418280276544872448	too bad it was about rape	rape	Crime								
418281972101038080	filed complaint twitter about bm posting photo of incapacitated bw with threat of rape now gonna contact buddy to sourc	rape	Crime	sourc	City						
418282369775591424	keep thegoing to stop rape tonight _url_	rape	Crime								
418288638032506880	don rape me travis please ll cry	rape	Crime	don	Person	travis	Person				
418292917396983808	cavemen first to invent rape hot over head bitch wakes up pregnant the fuck	rape	Crime								
418310872658747392	hahahaha konyat well mahal rape ka sakn bukas										
418318307901448193	end rape now	rape	Crime								
418360631436124160	follow me or will rape	rape	Crime								
418368774878674944	more like phone rape	rape	Crime								
418399064015663106	holdaper na gwapo girl rape rape rape holdaper anong rape holdap lang to girl bakit masama bang mag suggest ang landi										
418401222329393152	rt it is not my job to coddle and educate young black men when it comes to violence against women all wanna teach										
418408717814874112	many women believe they must be beaten by their partners hetero homo relationships alike										
418410013607346176	rt sexual assault is not about sexual desire it about violence control and humiliation	assault	Crime								
418421707347460097	serious sex attack in edinburgh year old woman is the victim of serious sexual assault in edin	assault	Crime	edin	City	edinburgh	City				
418441771584987136	cha seung won son cha no ah acquitted from sexual assault charges _url_	cha seung	Person	assault charges	FieldTerminology						
418443712390131712	cha seung won son cha no ah acquitted from sexual assault charges back in august of pro gamer cha _url_	cha seung	Person	assault charges	FieldTerminology						
418445075170201600	rt if women need to protect themselves from men urge to rape them men need to protect themselves from my urge to kill th	rape	Crime								
418447257755996161	welcome to diehardforgirls fierce books for fierce women what would you do to the men who attacked you kindle _url_										
418448440524173312	rape is the most disgusting crime	rape	Crime								
418462372974854144	don agree with all the fans giving players shite on here but they re on at least a week you can rape me for that much money safc	don	Person	rape	Crime						
418463833032646656	as they should police investigating ga man who tweeted he was going to rape passed out girl _url_	ga	StateOrCounty	rape	Crime						
418465017982623744	rt estoy pensando de hacer algo del estilo si consigo likes en un a dejo que me me rape pero no tengo pelot										
418467048012775424	but for real dude think witnessed like rapes in athens this one black guy picked girl off the floor and dragged her to	athens	City								
418470405356388352	rt rape is dumb why rape innocent person and hoes out there fucking for free	rape	Crime								
418479262362894336	so at am white chick come banging on my door no shoes no pants talking about can let her in black dudes tryna rape her	rape	Crime								
418481220113035264	carl stop please eastenders omg no rape	rape	Crime	carl	Person						
418513762555920385	_url_ avery important blog about rape stop mini skirt blaming	rape	Crime								
418513965941919744	male ducks rape female ducks if that helps	rape	Crime								
418519545490718721	devil rape dat fool dat brought to the world aint as cheap as bloody hoe smh waste of tweet fuck off my mentions freak	rape	Crime								
418523898334806016	all this talk about rape leads me to my first point abstinence is key	rape	Crime								
418524867651059712	cobb co pd are investigating the man who tweeted this picture this morning saying he was going to rape the girl http	rape	Crime								
418527341602545664	rt yard penalty for unnecessary rape _url_	rape	Crime								
418535150046048256	that rape	rape	Crime								
418542358104264704	girl mmmm show me how you gonna beat this pu up baby me _url_										
418544729568325634	my tl is used to raise awareness eveslaw evesmarker domesticviolence osc childabuse rape stalking abuse it not	rape	Crime	stalking	Crime						
418547569887694848	pizza won ever call you names cheat on you beat you up lie to you be fake rape this is why girls should dat	pizza	Person	rape	Crime						
418551894387064832	callmeoldfashioned but think marriage should come before children	callmeoldfashioned	Person								
418553383474450432	because people are fucking idiots rape is always the rapists fault how does someon	rape	Crime								
418555527954989057	baltimore city police need your help locating sexual assault suspect _url_ _url_	assault	Crime	baltimore	City						
418594266647392256	m about to rape you	rape	Crime								
418597143197536256	isn that rape	rape	Crime								
418606891359404032	dusting in association with ugg stake could rape professional dawdle tmetmo	rape	Crime								
418609269429125120	good to see balanced report it implies of violence is by men against women										
418610224208285697	what has this world come to you re dating year old that rape on whole other level you re dating child	rape	Crime								
418614978443096065	geeekin to retweet stalking ass girl	stalking	Crime								
418665850481434624	congress is supporting aap is delhi safe why the mla is not arrested if false why woman is not arrested rape http	congress	Organization	rape	Crime						
418668953893105664	hi terrible decision to include rape charge avoider julian assange on today what joke	julian assange	Person	rape	Crime						
418678847169511424	rape can never be blamed on the victim but which wise man builds glass house near stone quarry	rape	Crime	glass house	FieldTerminology						
418684100967284736	im in the urge to rape them _url_	rape	Crime								
418712592144924672	would not give man accused or rape airtime nor an extremist unless they had real news shame on the bbc	bbc	Company	rape	Crime						
418718114743074816	rt rape is the dumbest crime ever why rape an innocent person when there so many hoes these days	rape	Crime								
418726398312738816	attn women here the fastest way to lose weight burn fat and stop fat production _url_										
418726450242416642	attn women here the fastest way to lose weight burn fat and stop fat production _url_										
419231838838996992	rape meeeee worldstagenirvana										
419234985011597312	dude rape when she so drunk you feed her cat food and tell her its snack mix gon learn today	rape	Crime								
419236798762459137	rape whistle another sec will fall tonight to big osu by over mizz cottonbowl okstate	rape	Crime	mizz cottonbowl okstate	City						
419242277618204672	nirvana rape me solo acoustic _url_										
419268988120887297	rt facebookproblemsnight like if you respect justin bieber ignore if you want satan to rape you	rape	Crime	justin bieber	Person						
419274196229697536	sexual assault in the military is out of control and ruling this suicide is outrageous _url_ htt	assault	Crime								
419283441893396480	rt campaign s citizen victims are predominantly found in sex trafficking underage victims are often runaways troubled and hom	sex trafficking	FieldTerminology								
419288119121158144	had my chance to violently rape diplos face and missed it life over	rape	Crime								
419293908712316928	rt the first girl attacked in the movie jaws was screaming in real pain the harness broke her hip as it dragged her through										
419300092575617025	his mom what if you got raped by girls you can rape the willing that like any mans dream	rape	Crime								
419303226971009024	rt rape is the dumbest crime ever why rape innocent person when hoes be out here throwing the pussy around out here	rape	Crime								
419304327866769408	rt the first girl attacked in the movie jaws was screaming in real pain the harness broke her hip as it dragged her through										
419316999995789313	rt worcester state where the most commonly chosen major is sexual assault smack	assault	Crime								
419323733539442688	apafrom blowhole rape whats the weirdest thing youve seen in aggro badgers galleries tmituesda	rape	Crime								
419330274086748160	when your best friend says she gonna rape you shouldibeworried freak	rape	Crime								
419333658843955200	rt the worst things said about women abortion and rape in _url_	_url_	City	rape	Crime						
419348152626737152	cheek rape	rape	Crime								
419349839046914048	and what wrong with cthulhu tentacle rape anyway lol waiting for backlash of cthulhu tentacle rape victims	rape	Crime								
419354893594263552	the worst things said about women abortion and rape in _url_ because some have short memories	_url_	City	rape	Crime						
419356433608474624	pucha wag niyong rape in si vhong										
419406201324318720	causes of rape _url_	rape	Crime								
419447159566921728	there is kind of rape that isn a crime corrective rape it is used to cure lesbianism	rape	Crime								
419450939360038912	imagine dj holdap to you rape rape tulungan nyo ko dj holdap to di rape you edi wag nags suggest lang ee	rape	Crime								
419457369702035456	ill rape you my little pretty foxy and you know	rape	Crime								
419471333337362432	want oomf to rape me la want her ro sexually abuse me like no ones business	rape	Crime								
419477596133679104	seen on newspaper in india country with one of the highest rates of rape and sexual abuse	rape	Crime	india	Country						
419481255261253632	rt seen on newspaper in india country with one of the highest rates of rape and sexual abuse _url_	rape	Crime	india	Country						
419500404687130625	causes of rape _url_	rape	Crime								
419521475146973184	rt artilary shelling airstrikes kidnappings rape gang rape and murder of kachin women attacks on civilians all continue	rape	Crime	murder	Crime						
419523240164610048	rt just loss to white girl on guessing rap lyrics turns in race card gets kicked out of popeye chicken										
419530340257239040	sbs how come crime watch are never looking for gang of white people in connection with rape	rape	Crime								
419532626748133376	if accused someone of rape they didn do it would be arrested but since it was done to famous person through the internet it fine	rape	Crime								
419542305872158722	nigga that rape	rape	Crime								
419543761970929664	im lsugjing so hard bc the asian and jer s rape snd im screaming bc cant breathes bc ph	rape	Crime								
419548987872391168	rt morrissey is silly silly bitch eating animals is just the same as paedophilia rape and murder _url_	rt morrissey	Person	rape	Crime	murder	Crime				
419553466617704448	will be few centre halves around kent experiencing rape mate	kent	City	rape	Crime						
419566683792375808	rt rape doesn exist in dubai it is considered casual sex crime punishable by law world news _url_	rape	Crime	dubai	City						
419575774384259072	nou felicite kontan pou izolan ki ranpote tit rape pou ane ki sot pase ya nou fye deskel te kolabore avec nou na										
419591904183857152	bengal rape victim family to meet president indian express india _url_	india	Country	bengal	Country	rape	Crime	president	JobTitle		
419604534319521792	rt morrissey is silly silly bitch eating animals is just the same as paedophilia rape and murder _url_	rt morrissey	Person	rape	Crime	murder	Crime				
419606318790348800	bethenny frankel new muscle man was accused of rape in college no charges were filed he should have thoug _url_	rape	Crime	bethenny frankel	Person						
419630713697488896	no million stories about the zionist rape of this world just watch _url_ disarmisrael _url_	rape	Crime								
419645240640020480	rt our award winning documentary on sex trafficking is now available for streaming online _url_	sex trafficking	FieldTerminology								
419675154294120448	rt la sheriff department misconduct includes rape drug smuggling kidnapping report _url_	rape	Crime	kidnapping	Crime						
419678256950833153	you know that face that looks like rape idk its like an emoji idk cant find it	rape	Crime								
419678773911371776	all msia radios no discussion on gangsterism child marriage drug mule scams there illegal cats dogs breeding factory										
419685265922207744	oh my god no if you eat me will rape you from the inside	rape	Crime								
419689683329638400	ah so you believe it a woman responsibility to stop rape huh	rape	Crime								
419695042266017793	damn girl they gonna need to fly up to the antarctic to find enough ice for that burn	antarctic	GeographicFeature								
419698449366646784	it about to be long night of gossip girl and facebook stalking	facebook stalking	FieldTerminology								
419704704768417792	girrrlll you fine as fuck and would rape you and put you in trophy case if was rapist	rape	Crime								
419715904079794176	go ahead rape my face it a win win	rape	Crime								
419716637755850753	m just going to listen to that song once more mins seconds later proceeds to rape the replay button	rape	Crime								
419720071309950976	oh ignore the girl stalking all	stalking	Crime								
419728043234435072	did you just rape your phone to death lol xd	rape	Crime								
419744165678022656	lol tryna get the lil girl beat up like										
419751955582685184	swear this little girl stalking me ugh ima block her ass cant deal with aggravating kids	stalking	Crime								
419773154991816704	rt bro dark artful well developed comedy is great but subliminal though unintended justification of rape is not	rape	Crime								
