418171178436419584	"RT @deluxvivens: when black women talk about rape by white men, ppl seem to think they are just holding on to ""pain"" about slavery."	yes	sexual_violence	society_belief	opinion
418172865955909632	RT @BobbyBigWheel: Kansas City's hottest club is Horrifying Rape Joke https://t.co/GXN22inWsP	yes	sexual_violence	self_belief	opinion
418182216871841792	@d_weezy @MicrowavedRamen @needfoodstampz by downplaying the situation you're slut shaming and endorsing sexual assault.	no
418211771011186689	rape RT @_gengibre: Est?o me comendo viva!	no
418264878504083456	RT @SamDillan: Keep The RT going to stop rape tonight!!!!! B32	yes	sexual_violence	personal_account	call_for_action
418265430294155264	Omggg I know this bitch aint rape maggie!!  #walkingdead	yes	sexual_violence	third_party_account	metaphor
418280276544872448	@StevenTyler42 too bad it was about rape	no
418281972101038080	RT @thetrudz: Filed complaint w/ Twitter about BM posting photo of incapacitated BW with threat of rape. Now gonna contact a buddy to sourc?	yes	sexual_violence	third_party_account	fact_reporting
418282369775591424	RT @SamDillan: Keep The RT going to stop rape tonight!!!!! http://t.co/fbrPTwBsmN	yes	sexual_violence	news	call_for_action
418288638032506880	 @TravisToia Don't rape me Travis. Please. I'll cry.	yes	sexual_violence	personal_account	emotional_feeling
418292917396983808	Cavemen first to invent rape.. hot over head.. bitch wakes up pregnant. . The fuck	yes	sexual_violence	third_party_account	metaphor
418310872658747392	@CzarinaMae06 @cyrilllimjoco hahahaha konyat well mahal....rape ka sakn bukas...	no
418318307901448193	END RAPE NOW	no
418360631436124160	@JaiBrooks1 FOLLOW ME OR I WILL RAPE U	yes	sexual_violence	personal_account	metaphor
418368774878674944	@LuiisSannchez more like phone rape	yes	sexual_violence	self_belief	metaphor
418399064015663106	*HOLDAPER NA GWAPO* \\Girl: RAPE! RAPE! RAPE! Holdaper: Anong rape?! Holdap lang 'to! \Girl: Bakit? Masama bang mag suggest? \\ANG LANDI.	no
418401222329393152	"RT @FeministaJones: It is not my job to coddle and ""educate"" young Black men when it comes to violence against women. Y'all wanna ""teach""? ?"	yes	sexual_violence	self_belief	opinion
418408717814874112	@dr_yummymummy ...many women believe they must be beaten by their partners. Hetero & homo relationships alike	yes	physical_violence	society_belief	opinion
418410013607346176	"RT @zellieimani: Sexual assault is not about sexual desire; it's about violence, control, and humiliation."	yes	sexual_violence	self_belief	emotional_feeling
418421707347460097	@HolyKatyPerry Serious sex attack in Edinburgh: A 21-year-old woman is the victim of a serious sexual assault in Edin...  @HQonedirection	yes	sexual_violence	news	fact_reporting
418441771584987136	"Cha Seung Won?s Son, Cha No Ah, Acquitted from Sexual Assault Charges http://t.co/or1Xg7TwrF"	yes	sexual_violence	news	fact_reporting
418443712390131712	"Cha Seung Won?s Son, Cha No Ah, Acquitted from Sexual Assault Charges: Back in August of 2013, pro-gamer Cha N... http://t.co/shN4aI4HXb"	yes	sexual_violence	news	fact_reporting
418445075170201600	"RT @SEIKE_Kerbera: If women need to protect themselves from men's urge to rape them, men need to protect themselves from my urge to kill th?"	yes	sexual_violence	self_belief	opinion
418447257755996161	RT @jenthom72: Welcome to DieHardForGirls: fierce books for fierce women.\What would you do to the men who attacked you? #Kindle http://t.c?	yes	sexual_violence	news	opinion
418448440524173312	RT @_crouchyT: Rape is the most disgusting crime	yes	sexual_violence	self_belief	emotional_feeling
418462372974854144	Don't agree with all the fans giving players shite on here but they're on at least 30k a week. You can rape me for that much money. #safc	yes	sexual_violence	society_belief	metaphor
418463833032646656	As they should RT @alivingiano: Police Investigating GA Man Who Tweeted He Was Going To Rape Passed-Out Girl http://t.co/dKDeTWw6iA?	yes	sexual_violence	news	fact_reporting
418465017982623744	"RT @ADRICTIVE: Estoy pensando de hacer algo del estilo: ""Si consigo 50 likes en un d?a, dejo que me @Barbas_33 me rape"" Pero no tengo pelot?"	no
418467048012775424	@Lurchboy but for real dude I think I witnessed like 6 rapes in athens. This one black guy picked a girl off the floor and dragged her to	yes	sexual_violence	third_party_account	harmful_action
418470405356388352	"RT @iDoWork___: Rape Is Dumb, Why Rape A Innocent Person. , And Hoes Out There Fucking For Free."	no
418479262362894336	So at 5am a white chick come banging on my door no shoes no pants talking about can i let her in 3 black dudes tryna rape her !	yes	sexual_violence	personal_account	fact_reporting
418481220113035264	CARL STOP PLEASE #Eastenders OMG NO RAPE	yes	sexual_violence	third_party_account	metaphor
